frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
0.0	-0.004955	1.0	2.3704682726200677	5.546444708251954	-2.791734538574218	58075909.8	650.6235392000001	456.2459568
1.0	0.011800000000000001	1.0	2.6579877247893666	-6.292826837158202	2.981935657958985	58075918.2	652.6004992000001	461.4087384
1.0	0.011800000000000001	1.0	2.6579877247893666	-6.292826837158202	2.981935657958985	58075918.2	652.6004992000001	461.4087384
1.0	0.011800000000000001	1.0	2.0345487818922283	-5.0138313232421865	1.804517902832032	58075926.6	659.3563904	467.8456824
2.0	0.028556	1.0	2.8700831710065215	-6.953231042480468	2.8644811291503913	58075935.0	664.5022464	474.03768240000005
2.0	0.028556	1.0	2.416357270930707	-6.01623458251953	1.9674359936523445	58075943.4	669.4697472	478.93644720000003
3.0	0.045311000000000004	1.0	2.6645848267456436	-6.414981072998046	2.753358997802735	58075951.8	674.3680128	483.94542959999995
3.0	0.045311000000000004	1.0	2.246429452513019	-5.625521844482421	1.7253324169921882	58075960.2	678.4618752	489.4878816
4.0	0.062066	1.0	2.7234650840944834	-6.6701728759765615	2.5342809338378913	58075968.6	683.2752896	493.7141232
4.0	0.062066	1.0	2.37414788089641	-5.957854455566405	1.783460773925782	58075977.0	687.0388736	497.761992
5.0	0.078821	1.0	2.7606693952525947	-6.87982100830078	2.2326108593750007	58075985.4	691.4071423999999	501.6074544
5.0	0.078821	1.0	2.495214165051725	-6.358599847412108	1.5149900097656257	58075993.8	694.19584	505.4141232
6.0	0.095576	1.0	2.519128901152263	-6.342704003906249	1.8223859448242195	58076002.2	698.903296	508.223268
6.0	0.095576	1.0	2.31946141154583	-5.91534346923828	1.3864690441894538	58076010.6	701.1904	510.5406168
7.0	0.112332	1.0	2.3386731221591237	-5.943789666748046	1.48312584350586	58076019.0	704.3264256	512.7967944
7.0	0.112332	1.0	2.195264639574267	-5.609667962646483	1.2626020092773445	58076027.4	706.1189376	513.9766728
8.0	0.12908699999999998	1.0	2.1999914089411434	-5.596438592529296	1.3729840893554695	58076035.8	707.803136	515.3753591999999
8.0	0.12908699999999998	1.0	2.3660244629632	-5.926135247802733	1.8147069592285163	58076044.2	706.0359168	513.0644543999999
9.0	0.14584200000000003	1.0	2.456570699918835	-5.906119531249999	2.5553762097167976	58076052.6	705.102656	511.3672848
9.0	0.14584200000000003	1.0	2.3035584351459	-5.6454231201171865	2.130209125976563	58076061.0	706.4891904	513.5819256
10.0	0.16259700000000002	1.0	2.0403776009935664	-4.754714196777343	2.439375080566407	58076069.4	705.7754368000001	513.8619048
10.0	0.16259700000000002	1.0	1.9405981643002768	-4.490706628417968	2.380026020507813	58076077.8	707.1823999999999	514.19376
11.0	0.179352	1.0	1.9273706462177553	-4.326613610839843	2.6000348706054695	58076086.2	705.9730048	514.4477832
11.0	0.179352	1.0	1.9648429587687761	-4.509349053955077	2.4792577404785163	58076094.59999999	704.9780992	515.0645856
12.0	0.196108	1.0	1.884889900968101	-4.123126214599608	2.7144033093261726	58076103.0	703.9007872000001	515.1343032
12.0	0.196108	1.0	1.9724119020785567	-4.349856561279296	2.7864438671875007	58076111.4	702.6915839999999	514.749528
13.0	0.212863	1.0	1.9368115688749232	-3.8966056762695302	3.247560657958985	58076119.8	701.3220608	513.253728
13.0	0.212863	1.0	1.9478368192814963	-4.164866632080077	2.945856251220704	58076128.2	699.8558336000001	514.8178272
14.0	0.229618	1.0	1.8647597936088014	-3.8147346435546865	3.0492421765136726	58076136.6	697.4401023999999	515.1511656
