frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
1.0	0.07993023397	1.0	2.332450683869909	-2.1957466064453115	-5.701520762939452	84163.11	877.6320000000001	411.048
1.0	0.07993023397	1.0	1.404470474283707	-1.685782617187499	-3.268503032226562	84183.097	880.5120000000001	392.25600000000003
2.0	0.11989535096000001	1.0	0.840433705732893	-1.2937652526855459	-1.7798784594726555	84203.078	882.624	380.80800000000005
2.0	0.11989535096000001	1.0	0.4498948556299187	-1.0083877502441396	-0.6086672167968743	84223.066	884.352	371.62800000000004
3.0	0.15986046794	1.0	0.32215831701349534	-0.8385040222167959	-0.0909059863281243	84243.073	884.928	366.76800000000003
3.0	0.15986046794	1.0	0.2979759566504191	-0.6923477111816396	0.3594724316406257	84263.061	885.8879999999999	363.204
4.0	0.19982558493	1.0	0.294130663131879	-0.5453941284179677	0.5436040539550788	84283.04	886.272	361.044
4.0	0.19982558493	1.0	0.34925642979131755	-0.4841110168457021	0.7756902355957038	84303.028	886.656	359.208
5.0	0.23979070191	1.0	0.4661665072975791	-0.5308868347167959	1.0989324230957038	84323.009	886.08	356.724
5.0	0.23979070191	1.0	0.4933827672473075	-0.5756408630371084	1.1563474316406257	84342.993	885.696	356.29200000000003
6.0	0.2797558189	1.0	0.428145069157789	-0.3415595947265615	1.0675946850585945	84363.004	887.232	357.804
6.0	0.2797558189	1.0	0.3784801504980065	-0.5227691589355459	0.841749348144532	84382.992	885.8879999999999	359.64000000000004
7.0	0.31972093589	1.0	0.4134458263877413	-0.7600509582519521	0.7706815380859382	84402.972	884.736	360.396
7.0	0.31972093589	1.0	0.45195437511175635	-0.8024551330566396	0.869550861816407	84422.961	884.352	359.64000000000004
8.0	0.35968605287000005	1.0	0.4350377598938281	-0.6172325073242177	0.957197346191407	84442.936	886.272	358.668
8.0	0.35968605287000005	1.0	0.45134093727441116	-0.7394058166503896	0.9217015881347663	84462.955	885.312	358.99199999999996
9.0	0.39965116986	1.0	0.48921737412679184	-0.9099227844238271	0.901380695800782	84482.935	885.12	358.99199999999996
