frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
0.0	0.005615	1.0	42.26643747499281	-37.57559317932129	-131.0483187060547	90522691.44700001	484.2359552	794.9671488000001
0.0	0.005615	1.0	41.45156704292462	-29.99353522644043	-129.04305442382812	90522699.847	512.4827776	795.2255928
0.0	0.005615	1.0	41.391284078877575	-31.118769830322265	-128.48756583740234	90522708.24700001	508.1228032	793.1445912
1.0	0.039125	1.0	41.87130799489968	-36.827507203674315	-129.30976279785156	90522716.647	486.9350784	791.0939952
1.0	0.039125	1.0	41.87130799489968	-36.827507203674315	-129.30976279785156	90522716.647	486.9350784	791.0939952
1.0	0.039125	1.0	41.72020062783974	-37.173159783935546	-128.47003348876953	90522725.047	485.4754944	788.7976703999999
1.0	0.039125	1.0	41.4394346517935	-36.718280976867675	-127.23409446289062	90522733.44700001	486.94659839999997	786.0714264
2.0	0.055880000000000006	1.0	41.34718578138314	-36.16471785888672	-126.94639762451172	90522741.847	488.9586432	785.8631736000001
2.0	0.055880000000000006	1.0	41.684649016334546	-36.74107665405273	-128.4206102709961	90522750.24700001	487.06298879999997	789.1003296
3.0	0.07263599999999999	1.0	41.93320808737117	-38.117528146362304	-129.2404116015625	90522758.647	482.18215680000003	789.9569855999999
3.0	0.07263599999999999	1.0	41.65875408453605	-37.18527907714844	-128.16618522216797	90522767.047	485.45954559999996	787.9862304000001
4.0	0.08939100000000001	1.0	41.043806615625776	-34.72730559692383	-125.89255698730469	90522775.44700001	494.4606976	784.0048535999999
4.0	0.08939100000000001	1.0	41.45848804945254	-38.42243975982666	-126.82265647460937	90522783.847	480.653184	783.7276608
5.0	0.10614599999	1.0	41.69965136725886	-39.34514445648193	-127.72055991699219	90522792.24700001	477.26419200000004	784.7158967999999
5.0	0.10614599999	1.0	41.480018100953764	-37.90648764953613	-127.08258994628906	90522800.647	482.5205888	784.171692
6.0	0.122901	1.0	41.17708564031754	-38.41084021911621	-125.46093925048828	90522809.047	480.1705216	779.843556
6.0	0.122901	1.0	41.22955063877273	-37.954317277526854	-125.85325797607422	90522817.447	481.9717888	781.1568648
7.0	0.139656	1.0	41.30165764040821	-37.27877063140869	-126.4033983569336	90522825.847	484.5381888	783.0894672
7.0	0.139656	1.0	41.895518459592715	-40.06135291442871	-128.4645098071289	90522834.24700001	474.54691840000004	786.1877568000001
8.0	0.15641200000000002	1.0	41.621220442948946	-38.630788034057616	-127.5541094165039	90522842.647	479.5526016	785.2702896000001
8.0	0.15641200000000002	1.0	40.1133972660933	-37.23447341308594	-120.76173575927734	90522851.047	483.4887808	768.9992832
9.0	0.17316700000000002	1.0	40.52425247128049	-37.99658316955566	-122.46276267578125	90522859.447	480.86365440000003	773.0032031999999
9.0	0.17316700000000002	1.0	40.28751273978808	-36.949925607299804	-121.6659487109375	90522867.847	484.70512640000004	771.6938544
