frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
0.0	0.03996465409	1.0	0.5200842508601974	-0.8370048461914052	1.0739728588867195	1098842.547	898.3679999999999	409.32
0.0	0.03996465409	1.0	0.5252236988805148	-0.7399131713867177	1.15902916381836	1098862.498	899.136	408.672
0.0	0.03996465409	1.0	0.521286612117485	-0.7641746459960927	1.1307584423828132	1098882.487	898.944	408.888
0.0	0.03996465409	1.0	0.5162211598106069	-0.7398673950195302	1.130994953613282	1098902.498	899.136	408.888
1.0	0.07992930818	1.0	0.5059250735507723	-0.7111236511230459	1.1174604077148445	1098922.481	899.136	409.10400000000004
1.0	0.07992930818	1.0	0.491981025000942	-0.6867515502929677	1.0896817822265632	1098942.462	899.328	409.32
2.0	0.11989396226	1.0	0.47463442376357357	-0.7106735168457021	1.0193349499511726	1098962.449	899.328	409.86
2.0	0.11989396226	1.0	0.4650278823436035	-0.686331933593749	1.0055715222167976	1098982.43	899.5200000000001	409.968
3.0	0.15985861635	1.0	0.45229489795462596	-0.6465904174804677	0.9920102734375007	1099002.448	900.288	409.752
3.0	0.15985861635	1.0	0.4429074683022151	-0.5493957458496084	1.0211393017578132	1099022.424	901.056	409.536
4.0	0.19982327043999998	1.0	0.430679742735953	-0.620963281249999	0.9411412854003913	1099042.413	900.864	409.10400000000004
4.0	0.19982327043999998	1.0	0.4396790382865018	-0.6210472045898427	0.969190754394532	1099062.393	900.864	408.888
5.0	0.23978792453	1.0	0.379107161761603	-0.5388328491210927	0.8335134167480476	1099082.38	901.2479999999999	408.564
5.0	0.23978792453	1.0	0.38818404883371105	-0.49043197021484275	0.8901120800781257	1099102.36	901.6320000000001	408.132
6.0	0.27975257862	1.0	0.39945709351924774	-0.4015914855957021	0.9656125683593757	1099122.375	901.4399999999999	407.376
6.0	0.27975257862	1.0	0.42929711611019944	-0.40180892333984275	1.0496389050292976	1099142.356	901.4399999999999	406.728
7.0	0.3197172327	1.0	0.5175912673550002	-0.29843062744140525	1.3218175549316413	1099162.343	902.016	405.21599999999995
7.0	0.3197172327	1.0	0.5350092724047335	-0.24996871337890525	1.37820640991211	1099182.323	902.4	404.78400000000005
8.0	0.35968188679	1.0	0.6025423538375725	-0.326590722656249	1.5433332104492195	1099202.312	901.8240000000001	403.92
8.0	0.35968188679	1.0	0.6272700565005671	-0.3752090393066396	1.598817982177735	1099222.289	901.4399999999999	403.488
9.0	0.39964654087999996	1.0	0.6386652137998844	-0.4828445373535146	1.6008588452148445	1099242.306	901.056	403.488
9.0	0.39964654087999996	1.0	0.6515122408380154	-0.5071479736328115	1.6285916943359382	1099262.287	900.864	403.272
10.0	0.43961119497	1.0	0.680351968818622	-0.4790679870605459	1.71560875366211	1099282.273	901.2479999999999	402.948
10.0	0.43961119497	1.0	0.6809453646378024	-0.4305488525390615	1.730024494628907	1099302.255	901.6320000000001	402.84
11.0	0.47957584906	1.0	0.6409166849649505	-0.4028579650878896	1.628908314208985	1099322.238	901.8240000000001	403.38
11.0	0.47957584906	1.0	0.628433325171093	-0.3785659729003896	1.6011563916015632	1099342.219	902.016	403.59599999999995
12.0	0.5195405031400001	1.0	0.5183840103973241	-0.3273727355957021	1.3170873303222663	1099362.238	901.8240000000001	404.892
12.0	0.5195405031400001	1.0	0.4902517602132886	-0.3030044494628896	1.2472287792968757	1099382.218	902.016	405.432
13.0	0.55950515723	1.0	0.39868152209010166	-0.3139717041015615	0.9954206127929695	1099402.205	902.016	406.40400000000005
13.0	0.55950515723	1.0	0.3551238677907059	-0.2895385681152334	0.8834897656250007	1099422.182	902.208	407.268
14.0	0.59946981132	1.0	0.3105286849602489	-0.31323165283203025	0.7502042431640632	1099442.17	902.4	407.7
14.0	0.59946981132	1.0	0.29095676927039127	-0.24035567626953025	0.7228147167968757	1099462.182	902.976	407.916
15.0	0.63943446541	1.0	0.24308575216734943	-0.22276229248046775	0.5961400646972663	1099482.168	903.168	408.564
15.0	0.63943446541	1.0	0.21947571021943857	-0.14982146606445212	0.5547124523925788	1099502.149	903.744	408.888
16.0	0.6793991195	1.0	0.19538323084626097	-0.12529296264648337	0.4959317822265632	1099522.133	904.3199999999999	408.888
16.0	0.6793991195	1.0	0.19074893920087196	-0.052386468505858375	0.49662605712890695	1099542.144	904.896	408.888
17.0	0.71936377358	1.0	0.20109246946660778	0.0028732360839853754	0.5264531750488288	1099562.101	905.28	408.564
17.0	0.71936377358	1.0	0.21750038702042254	0.027073675537110375	0.5687734265136726	1099582.082	905.472	408.24
18.0	0.75932842767	1.0	0.23652665265429526	0.06364136352539163	0.615949787597657	1099602.1	905.472	407.376
18.0	0.75932842767	1.0	0.2525056409373295	0.06352692260742288	0.658003010253907	1099622.076	905.472	407.052
19.0	0.7992930817599999	1.0	0.23570696419868314	0.19101410522461038	0.586774982910157	1099642.064	905.856	407.052
19.0	0.7992930817599999	1.0	0.232919024929119	0.16670685424804788	0.5865537304687507	1099662.045	905.664	407.052
20.0	0.8392577358500001	1.0	0.17159105506319297	0.10470276489257913	0.4368535656738288	1099682.032	905.28	407.16
20.0	0.8392577358500001	1.0	0.1733805638064841	0.056073004150391625	0.4504338879394538	1099702.043	904.896	407.052
21.0	0.87922238994	1.0	0.18524117912190868	-0.039309686279295875	0.48336616943359445	1099722.027	904.896	406.62
21.0	0.87922238994	1.0	0.179492665279667	0.0093010009765635	0.4698201794433601	1099742.007	905.28	406.728
22.0	0.9191870440300001	1.0	0.2112454855228208	-0.038134759521483375	0.5517255444335945	1099761.995	905.28	406.188
22.0	0.9191870440300001	1.0	0.22159917989629557	-0.013926690673827125	0.5799810070800788	1099781.975	905.472	405.97200000000004
23.0	0.95915169811	1.0	0.19727569557621813	0.049473577880860375	0.5140935559082038	1099801.963	905.664	406.512
23.0	0.95915169811	1.0	0.17201512093604926	0.0739677490234385	0.4442197460937507	1099821.97	905.856	407.052
24.0	0.9991163522000001	1.0	0.16058846319789682	0.14440613403320413	0.3948423046875007	1099841.958	906.24	407.48400000000004
24.0	0.9991163522000001	1.0	0.16309782205005108	0.21743851318359475	0.3674794812011726	1099861.939	906.816	407.7
25.0	1.03908100629	1.0	0.21410426226988638	0.43336563720703225	0.3555051464843757	1099881.926	908.16	408.132
25.0	1.03908100629	1.0	0.23957985777525298	0.5063369812011729	0.37017647216796945	1099901.907	908.736	408.024
26.0	1.07904566038	1.0	0.23416426811088972	0.5235450805664073	0.3189412731933601	1099921.921	908.736	408.564
26.0	1.07904566038	1.0	0.2747042372980159	0.7189949096679698	-0.016294322509764925	1099941.902	910.272	411.156
27.0	1.1190103144699999	1.0	0.29923417235860333	0.7723396362304698	-0.13117774536132742	1099961.89	910.848	412.344
27.0	1.1190103144699999	1.0	0.2959650656985975	0.7481544555664073	-0.20160468627929617	1099981.87	910.656	412.88399999999996
28.0	1.1589749685500002	1.0	0.2634238255073623	0.6826141418457041	-0.09823783447265555	1100001.858	910.272	412.992
28.0	1.1589749685500002	1.0	0.27534828628529406	0.7071044982910166	-0.14018043090820242	1100021.834	910.464	413.316
29.0	1.19893962264	1.0	0.26434282048361013	0.6918571533203135	-0.016454539794921175	1100041.852	910.656	413.20799999999997
29.0	1.19893962264	1.0	0.2550442423135174	0.6675003112792979	-0.01667960693359305	1100061.834	910.464	413.20799999999997
30.0	1.23890427673	1.0	0.22767701427370335	0.5850799621582041	0.1138822216796882	1100081.82	909.504	412.776
30.0	1.23890427673	1.0	0.18758087953315208	0.487801367187501	0.05671516845703195	1100101.802	908.736	413.20799999999997
31.0	1.27886893082	1.0	0.180098693439202	0.4612396301269541	-0.09782203247070242	1100121.785	908.544	413.856
31.0	1.27886893082	1.0	0.16757419591598613	0.4367187561035166	-0.041745982666014925	1100141.765	908.3520000000001	413.424
32.0	1.31883358491	1.0	0.1478165199683709	0.3843734802246104	-0.0448702197265618	1100161.784	907.968	412.992
32.0	1.31883358491	1.0	0.12969696373337178	0.3353622497558604	0.053140797119141325	1100181.764	907.5840000000001	412.236
33.0	1.3587982389900002	1.0	0.15714059067016123	0.3587463439941416	0.2013608593750007	1100201.752	907.776	411.372
33.0	1.3587982389900002	1.0	0.1698659651726378	0.2852447570800791	0.3411771435546882	1100221.729	907.1999999999999	410.29200000000003
34.0	1.39876289308	1.0	0.15692611934484954	0.2168815673828135	0.34892097900390695	1100241.716	906.816	410.616
34.0	1.39876289308	1.0	0.14298925157960427	0.16822510375976663	0.3344175000000007	1100261.697	906.432	410.72400000000005
35.0	1.43872754717	1.0	0.040603997083528465	0.08715897216796975	0.060854114990235075	1100281.715	905.856	412.88399999999996
35.0	1.43872754717	1.0	0.09745981194322388	0.11107330932617288	0.22970406005859445	1100301.694	906.048	411.58799999999997
36.0	1.4786922012600001	1.0	0.09960264624499955	0.14861755981445413	0.21426216552734445	1100321.678	906.24	411.91200000000003
36.0	1.4786922012600001	1.0	0.12514824399533384	0.09965973510742288	0.3121129650878913	1100341.659	905.856	411.156
37.0	1.51865685535	1.0	0.17518924148837062	0.034096533203126	0.4573766369628913	1100361.648	905.664	409.86
