frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
0.0	0.0	0.0	52.34108167095795	-173.74453658447266	87.12440315673828	50978.0	0.0	0.0
0.0	0.0	0.0	52.34108167095795	-173.74453658447266	87.12440315673828	50989.0	0.0	0.0
1.0	0.031	0.0	52.3147300175557	-173.54870528564453	87.10283485839844	51004.0	0.0	0.0
1.0	0.031	0.0	52.3147300175557	-173.54870528564453	87.10283485839844	51020.0	0.0	0.0
2.0	0.069	0.0	52.336608787550404	-173.65691298828125	87.22906319091797	51047.0	0.0	0.0
2.0	0.069	0.0	52.336608787550404	-173.65691298828125	87.22906319091797	51056.0	0.0	0.0
3.0	0.098	0.0	52.32521101296303	-173.53932875976562	87.2850782055664	51072.0	0.0	0.0
3.0	0.098	0.83	61.982048372555106	114.94640427246094	-257.395807109375	51089.0	974.3384063999999	1158.0314976
4.0	0.134	0.89	47.24384084432519	68.63701706542969	-146.99952872802734	51104.0	865.3000064	863.3953008000001
4.0	0.134	1.0	8.539742190410486	21.77929764404297	-5.7440508227539055	51125.0	757.5533952000001	389.2883976
5.0	0.166	0.91	0.43912979452942213	0.5627334655761729	-1.0025232653808587	51140.0	649.6493055999999	361.12749840000004
5.0	0.166	0.91	0.3531256857351083	-0.9008247314453115	-0.2078493457031243	51156.0	642.2258943999999	356.8027032
6.0	0.198	0.91	0.4429744736219237	-1.1591941772460927	-0.035169444580077425	51173.0	640.8102015999999	356.0587992
6.0	0.198	0.91	0.6978293518829004	-1.6957580505371084	-0.6799600939941399	51188.0	637.8769024000001	359.1841032
7.0	0.23500000000000001	0.91	1.1316171800946235	-0.5332519470214834	-2.9145716052246087	51209.0	643.2555007999999	371.3418
8.0	0.266	0.91	0.9923506979965114	-1.9713241516113271	-1.69253333618164	51230.0	636.5485056	365.5838016
8.0	0.266	0.91	0.3026563338722102	-0.5805427490234365	-0.539262614746093	51240.0	644.0283008	360.1031976
8.0	0.266	0.91	1.021512946337622	-1.0934135375976552	-2.44088538696289	51258.0	640.9437056	369.5432976
9.0	0.299	0.91	0.36520332813864925	-0.4824592529296865	0.8254605908203132	51277.0	645.2386048	354.0222
