frame_idx	timestamp	confidence	errorDeg	dxCm	dyCm	gaze_ts	gaze_x	gaze_y
0.0	0.0	0.0	56.34532176476552	-178.37898177490234	137.6286832470703	53901.0	0.0	0.0
0.0	0.0	0.0	56.34532176476552	-178.37898177490234	137.6286832470703	53913.0	0.0	0.0
1.0	0.041	0.0	56.350626538343874	-178.4570228515625	137.6015531201172	53942.0	0.0	0.0
1.0	0.041	0.94	2.6891138344195666	4.340206915283204	-5.549617610473632	53951.0	659.7378048	513.5810976
2.0	0.06	0.94	1.6493217545194663	1.1732643188476573	-4.156698070068359	53975.0	643.2755967999999	506.9441016
3.0	0.096	0.94	1.8413030101089247	-0.6615745483398427	-4.7765825610351555	53981.0	634.1161984	510.0507
3.0	0.096	0.95	1.6754522816452762	0.9319046081542979	-4.287465892333984	53997.0	642.2605952000001	507.37649760000005
3.0	0.096	0.94	1.915337752610192	-0.4935790954589834	-4.991868815917968	54013.0	635.0356992	511.0750008
4.0	0.128	0.95	1.945085223451032	0.967354589843751	-5.0014875750732415	54033.0	640.5720959999999	509.95249920000003
5.0	0.16	0.94	2.6975627849265025	2.149250799560548	-6.7326982836914055	54049.0	650.6963968	519.3150984
5.0	0.16	0.95	2.426580047032428	2.771767431640626	-5.7204302172851555	54067.0	653.7011968	514.2640032
6.0	0.197	0.93	2.176051351300024	2.587155157470704	-5.078622661132812	54081.0	653.5709952000001	511.7115024
6.0	0.197	0.95	2.991110147189599	5.353016668701173	-5.725101314086913	54098.0	668.0411008	514.3270968
7.0	0.228	1.0	1.9936913598388377	3.921040350341798	-3.4482363085937493	54119.0	661.1981056000001	504.3542976
8.0	0.26	0.93	3.182487398126806	2.6935279907226573	-7.893396220703124	54149.0	656.900096	527.1421968
8.0	0.26	0.94	2.871002058897181	-1.0490791259765615	-7.449052653808593	54172.0	637.4493056	525.627
9.0	0.296	1.0	19.863100339572966	-33.00680083618164	-42.97799190093994	54181.0	493.904896	682.7755032
9.0	0.296	0.0	56.74486132251478	-181.71274489746094	138.9387113232422	54204.0	0.0	0.0
10.0	0.328	0.0	56.832508677604345	-182.31258315429687	139.41342750976563	54217.0	0.0	0.0
10.0	0.328	0.0	56.832508677604345	-182.31258315429687	139.41342750976563	54236.0	0.0	0.0
11.0	0.364	0.0	56.87498688630424	-182.84079665527344	139.33450905273438	54249.0	0.0	0.0
11.0	0.364	0.81	13.675556364683187	-5.251071160888671	-36.118553660411834	54265.0	625.0916992	658.2030984
12.0	0.396	0.0	56.94558369884573	-183.4553596435547	139.55093971679688	54285.0	0.0	0.0
12.0	0.396	0.0	56.94558369884573	-183.4553596435547	139.55093971679688	54304.0	0.0	0.0
13.0	0.428	0.0	56.93597147350195	-183.56294936523437	139.2695218701172	54317.0	0.0	0.0
13.0	0.428	0.81	30.974937909675468	-35.82126540527344	-82.60753806640625	54338.0	505.56689919999997	815.6128968
14.0	0.464	0.97	2.5865915902131404	-5.531356042480468	-3.9143503527832024	54357.0	617.9756032	510.83279999999996
14.0	0.464	0.94	0.6443804684083488	-0.3833343444824209	1.642927326660157	54371.0	643.5148032	482.6345976
15.0	0.496	0.95	4.827887100448366	7.744076544189454	-10.027084193725585	54385.0	687.7982976	538.5444984
15.0	0.496	0.94	1.2403760949951614	1.4274528564453135	-2.917295299072265	54406.0	653.8376959999999	505.0552968
16.0	0.528	0.94	2.114894903932425	3.7187736572265635	-4.105428538818359	54417.0	665.8934016000001	510.71569919999996
16.0	0.528	0.94	2.6461439115721057	5.968342596435548	-3.526853404541015	54437.0	677.4862976	507.4580016
17.0	0.5640000000000001	0.94	2.2052769090819697	5.180180364990235	-2.555551372070312	54453.0	672.9681024	503.3136024
17.0	0.5640000000000001	0.95	1.4675686452699173	2.5914466918945323	-2.8376901965332024	54469.0	659.5545984	505.1659968
18.0	0.596	0.95	1.1014158165264956	0.5464103759765635	-2.8316171984863274	54485.0	648.7220992	506.2955976
18.0	0.596	0.94	0.957172570682737	1.476723486328126	-2.02480872680664	54504.0	653.4088959999999	502.1653032
19.0	0.632	0.94	1.8008606038429578	4.599320227050782	-1.0434320788574212	54517.0	666.5358976	496.84659839999995
19.0	0.632	0.94	1.5087410957770424	3.331532293701173	-2.1235864978027337	54541.0	659.9950976	502.4076984
20.0	0.664	0.94	1.2705942162852393	2.7568367065429698	-1.862382731933593	54559.0	659.3981056	502.8982992
20.0	0.664	0.94	1.6882557461204606	3.573170477294923	-2.6036089282226555	54569.0	663.7774976000001	506.41690320000004
